Table_Dialog_Left = {}
local func_index = function(table, key)
	local data = StrTablesManager.GetData("Table_Dialog_Left", key);
	[107285] = "{id = 107285, Speaker = 5596, Text = 'A Valkyrie? ? What a damn spoiler!'}",
	[107286] = "{id = 107286, Speaker = 5592, Text = 'Follow me and leave, human adventurer!'}",
	[107429] = "{id = 107429, Speaker = 0, Text = 'The gate between the trials have opened.'}",
	[107445] = "{id = 107445, Speaker = 5019, Text = 'Complete this task and unlock the teleporter!'}",
	[107446] = "{id = 107446, Speaker = 1669, Text = 'Complete this task and unlock the teleporter!'}",
	[107447] = "{id = 107447, Speaker = 1400, Text = 'Complete this task and unlock the teleporter!'}",
	[107448] = "{id = 107448, Speaker = 2588, Text = 'Complete this task and unlock the teleporter!'}",
	[107449] = "{id = 107449, Speaker = 2637, Text = 'Complete this task and unlock the teleporter!'}",
	[107450] = "{id = 107450, Speaker = 3049, Text = 'Complete this task and unlock the teleporter!'}",
	[107653] = "{id = 107653, Speaker = 4910, Text = 'This is the Realm of the Dead. Are you afraid of darkness, Adventurer?'}",
	[107654] = "{id = 107654, Speaker = 4910, Text = 'Here holds the souls of the Dead, you have to be careful.'}",
	[107655] = "{id = 107655, Speaker = 4910, Text = 'I am leaving, have fun here, hehehe...'}",
	[107656] = "{id = 107656, Speaker = 0, Text = 'Damn, I have to find a way to get out.'}",
	[107657] = "{id = 107657, Speaker = 0, Text = 'It’s pitch black all around, I’ll have to investigate and understand the situation.'}",
	[107658] = "{id = 107658, Speaker = 0, Text = 'Phew, these Dead souls are everywhere, there is no way to move freely.'}",
	[107659] = "{id = 107659, Speaker = 0, Text = 'Huh? Looks like there is someone over there.'}",
	[107660] = "{id = 107660, Speaker = 0, Text = 'It is actually an adventurer, but he is dead.'}",
	[107661] = "{id = 107661, Speaker = 0, Text = 'Looks like he was trying to write on the wall before he died.'}",
	[107662] = "{id = 107662, Speaker = 0, Text = 'I have no strength to leave here. If anyone sees this message, then I can tell you, if you want to find the exit, you must find the stone statue on the upper right area and crush the stone statue to activate the exit on the lower left. Good luck!', Option = 'Got it'}",
	[107663] = "{id = 107663, Speaker = 0, Text = 'It turned out to be an adventurer who was trapped here, thank you for your guidance.'}",
	[107664] = "{id = 107664, Speaker = 0, Text = 'The stone statue is very sturdy and has not been crushed...'}",
	[107665] = "{id = 107665, Speaker = 0, Text = 'The hit just now alarmed the nearby Dead souls, shoot!'}",
	[107666] = "{id = 107666, Speaker = 0, Text = 'You’ve successfully crushed the stone statue, you must go find the exit!'}",
	[107667] = "{id = 107667, Speaker = 0, Text = 'Which means? Istana! Reed!'}",
	[107668] = "{id = 107668, Speaker = 4909, Text = 'Adventurer, I bet you didn’t expect this. When you saw Reed in the Forest of Mist, he was already under our control.', Emoji = 5}",
	[107669] = "{id = 107669, Speaker = 4909, Text = 'Our plan is perfect, using Ryann to lure you to the Forest of Mist.', Option = 'Hateful'}",
	[107670] = "{id = 107670, Speaker = 4909, Text = 'Haha, just sit back and watch, the Prison of the Dead will be opened tonight!'}",
	[107671] = "{id = 107671, Speaker = 4909, Text = 'I will sacrifice all of you to the dead!'}",
	[107672] = "{id = 107672, Speaker = 4909, Text = 'May the gate of the Prison of the Dead open!'}",
	[107673] = "{id = 107673, Speaker = 0, Text = 'That’s the soul of Drake!'}",
	[107674] = "{id = 107674, Speaker = 4906, Text = 'I won’t allow your outrageous acts!'}",
	[107675] = "{id = 107675, Speaker = 4906, Text = 'Adventurer! What are you standing there for, come and help me close the gate!'}",
	[107676] = "{id = 107676, Speaker = 4909, Text = 'Damn it! I can’t believe I’m being counter attacked by you.'}",
	[107677] = "{id = 107677, Speaker = 4909, Text = 'But the Dead souls that has just come out of the Prison of the Dead alone are enough for you all to suffer!', Emoji = 5}",
	[107678] = "{id = 107678, Speaker = 4909, Text = 'Hehehehe...'}",
	[107689] = "{id = 107689, Speaker = 1273, Text = 'Complete this task and unlock the teleporter!'}",
	[107690] = "{id = 107690, Speaker = 1274, Text = 'Complete this task and unlock the teleporter!'}",
	[107691] = "{id = 107691, Speaker = 1275, Text = 'Complete this task and unlock the teleporter!'}",
	[107692] = "{id = 107692, Speaker = 1276, Text = 'Complete this task and unlock the teleporter!'}",
	[107693] = "{id = 107693, Speaker = 1277, Text = 'Complete this task and unlock the teleporter!'}",
	[107694] = "{id = 107694, Speaker = 1278, Text = 'Complete this task and unlock the teleporter!'}",
	[107695] = "{id = 107695, Speaker = 1279, Text = 'Complete this task and unlock the teleporter!'}",
	[107696] = "{id = 107696, Speaker = 1280, Text = 'Complete this task and unlock the teleporter!'}",
	[107726] = "{id = 107726, Speaker = 0, Text = 'When Siren came to Bauff’s office, he found that everyone was gone in building, and the only thing he had found was a blank notebook. With the help of Siv, Dean of the Sage Academy, hidden words appeared in the notebook. The clues above point out that Bauff used Siren’s father to kidnap a large number of adventurers for human experiments. But after seeing Siren, Soth regained its human consciousness and released the imprisoned adventurers by itself. In order to get rid of Soth, who lost its value, the ruthless Bauff used Siren’s yearning for his father to instigate and conspired the tragedy of Siren killing his own father.'}",
	[107727] = "{id = 107727, Speaker = 0, Text = 'At this time, the astute six-men squad discovered the hidden entrance of Bauff’s underground research institute. In order to get to the bottom of the evil conspiracy against Juno, everyone entered Bauff’s underground research institute. But the treacherous Bauff was well-prepared for the attack, and he released a large number of mutated monsters. Siren and the six-men squad concentrate their attacks and broke through the encirclement from the monster. They seized a split of a moment and delievered a fatal blow to Bauff. Bauff let out a deraged scream before he died, but that was only one of the countless illusions.'}",
	[107728] = "{id = 107728, Speaker = 0, Text = 'Everyone thought that as long as Bauff was defeated, that the monsters would retreat, but they did not expect the monsters started to regroup. The monster faithfully executed the last command issued by Bauff - destroy the Heimdall Crystal! Countless of monsters are raging across the streets of Juno, turning the City of Sky in to a horrifying hell.'}",
	[107729] = "{id = 107729, Speaker = 0, Text = 'The people who are outnumbered are watching the great army of monsters flock to the crystal. Is the final hope of Juno going to fall apart with the crystal? At the moment when a monster claw is about to hit th crystal, the adventurer was finally able to activated the crystal completely! The dazzling holy light of the Heimdall Crystal formed a pure white enchantment covering Juno. The mutated monsters within the enchantment all fell to the ground and return into their human form. Juno’s monster sieging crisis was finally resolved!'}",
	[107730] = "{id = 107730, Speaker = 0, Text = 'After Juno’s crisis was resolved, the president’s theory was still not confirmed. Is the person behind all of this hidden in Rekenber? In order to find out the deepest dark truth, Cenia began his journey to the research facility of Rekenber with the six-man squad.'}",
	[107731] = "{id = 107731, Speaker = 0, Text = 'At the time when Siren and the adventurer part ways, the six-man squad member who had already left the team, Katerina, suddenly appeared in front of Siren. She whispered a few words to Siren and hurried away. Siren has a change on his look suddenly and said to the adventurer \"I’m going to save my father.\" In the blink of an eye, Siren jumped off from Juno from high above the air..Even though Juno’s incident has came to an end, but these people in the center of the storm of fate did not expect that a bigger storm is waiting for them.'}",
	[107732] = "{id = 107732, Speaker = 0, Text = 'It seems like something jumped out...'}",
	[107751] = "{id = 107751, Speaker = 0, Text = 'A strange voice came from the inner part of the Laboratory.'}",
	[107752] = "{id = 107752, Speaker = 0, Text = 'An unusual voice came from the inner part of the Laboratory.'}",
	[107753] = "{id = 107753, Speaker = 0, Text = 'A monster’s roar came from the Laboratory!'}",
	[107754] = "{id = 107754, Speaker = 0, Text = 'This monster seems afraid of the cold.'}",
	[107755] = "{id = 107755, Speaker = 0, Text = 'This monster seems afraid of heat.'}",
	[107811] = "{id = 107811, Speaker = 5668, Text = 'But of course! However, adventurers who wish to change jobs to [c][ffff00]Bard[-][/c] or [c][ffff00]Dancer[-][/c], take heed that after you have become a [c][ffff00]Bard[-][/c] or a [c][ffff00]Dancer[-][/c], you will not be able to swap gender again.'}",
	[107812] = "{id = 107812, Speaker = 5668, Text = 'And for multi-job adventurers who are already a [c][ffff00]Bard[-][/c] or [c][ffff00]Dancer[-][/c], when you swap genders, the corresponding multi-job attributes points will be deducted.'}",
	[107813] = "{id = 107813, Speaker = 5668, Text = 'Ah, I’m very sorry. Due to the laws of Prontera, we are unable to provide the gender swap service to [c][ffff00]Bards[-][/c] and [c][ffff00]Dancers[-][/c].'}",
	[107835] = "{id = 107835, Speaker = 1008, Text = 'Trial video. Please get ready!'}",
	[107916] = "{id = 107916, Speaker = 0, Text = 'It seems to be here.'}",
	[107917] = "{id = 107917, Speaker = 0, Text = 'Souls are worshiping the altar.'}",
	[107918] = "{id = 107918, Speaker = 8379, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107919] = "{id = 107919, Speaker = 8380, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107920] = "{id = 107920, Speaker = 8381, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107921] = "{id = 107921, Speaker = 8382, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107922] = "{id = 107922, Speaker = 8383, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107923] = "{id = 107923, Speaker = 8384, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107924] = "{id = 107924, Speaker = 8385, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107925] = "{id = 107925, Speaker = 8386, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107926] = "{id = 107926, Speaker = 8387, Text = 'Oh mighty Hella, we forever serve you.'}",
	[107927] = "{id = 107927, Speaker = 8379, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107928] = "{id = 107928, Speaker = 8380, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107929] = "{id = 107929, Speaker = 8381, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107930] = "{id = 107930, Speaker = 8382, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107931] = "{id = 107931, Speaker = 8383, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107932] = "{id = 107932, Speaker = 8384, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107933] = "{id = 107933, Speaker = 8385, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107934] = "{id = 107934, Speaker = 8386, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107935] = "{id = 107935, Speaker = 8387, Text = 'We accompany you for eternity. We will never leave this place.'}",
	[107936] = "{id = 107936, Speaker = 0, Text = 'These souls have expressions of fear on their faces.'}",
	[107937] = "{id = 107937, Speaker = 0, Text = 'Perhaps go back and ask Siren.'}",
	[108110] = "{id = 108110, Text = 'Since I’ve forgotten my name, I’ll just use the name you gave me!'}",
	[108111] = "{id = 108111, Text = 'Has anybody seen my skull?'}",
	[108112] = "{id = 108112, Text = 'You’re as cute as the skull I’ve lost!'}",
	[108113] = "{id = 108113, Text = 'Dullahan shouldn’t be so stuffy!'}",
	[108114] = "{id = 108114, Text = 'I’ve looked all over. Could my skull be here?'}",
	[108115] = "{id = 108115, Text = 'I don’t know whether Hollgrehenn can help me make a Gold Head.'}",
	[108116] = "{id = 108116, Text = 'Hollgrehenn has fallen into the Gjoll River in Niflheim.'}",
	[108117] = "{id = 108117, Text = 'Quick, give me a hand. I’ve got a gift for you!'}",
	[108118] = "{id = 108118, Text = 'Wow, leveled up! But where is my head?'}",
	[108119] = "{id = 108119, Text = 'I still haven’t found my skull. I can’t have lost it just like that!'}",
	[108120] = "{id = 108120, Text = 'It feels great to be patted! Even though I don’t have a head to pat...'}",
	[108121] = "{id = 108121, Text = 'I don’t have a mouth either. Where can I put so much food?'}",
	[108122] = "{id = 108122, Text = 'Quick, quick, let’s keep looking for Midgard’s head!'}",
	[108123] = "{id = 108123, Text = 'Did this guy hide my head?'}",
	[108124] = "{id = 108124, Text = 'Could you use material dropped from Mini to make me a head?'}",
	[108125] = "{id = 108125, Text = 'Now he won’t make fun of my for losing my head!'}",
	[108126] = "{id = 108126, Text = 'Let me tell you something spooky. I don’t have a head, so who is talking with you? Learned Emote: Evil Laugh'}",
	[108127] = "{id = 108127, Text = 'Your life strength is even greater!'}",
	[108128] = "{id = 108128, Text = 'So hurry up and become like me...'}",
	[108129] = "{id = 108129, Text = 'It feels good to be looked out for, just as long as you don’t look down on me for my lack of a head!'}",
	[108130] = "{id = 108130, Text = 'I still can’t figure it how I can eat things without a head...'}",
	[108131] = "{id = 108131, Text = 'Your head is shaking! Quickly, cure yourself!'}",
	[108132] = "{id = 108132, Text = 'This equipment really matches my armor!'}",
	[108133] = "{id = 108133, Text = 'Wait! I think I just saw my skull rolling over!'}",
	[108134] = "{id = 108134, Text = 'Quick, come and rub me. Maybe my head will grow out if you rub a few times.'}",
	[108135] = "{id = 108135, Text = 'I’m so hungry I feel dizzy. I don’t have the strength to look for my beloved skull!'}",
	[108136] = "{id = 108136, Text = 'I really envy you. A headless guy like me doesn’t even have a place to put his headwear!'}",
	[108137] = "{id = 108137, Text = 'If I collect up these bottle shards I’ll have new armor, right?'}",
	[108138] = "{id = 108138, Text = 'It’s too bad. Even though you have one more head than me, you still can’t convince me!'}",
	[108139] = "{id = 108139, Text = 'I’m looking for my head, get out of my way!'}",
	[108140] = "{id = 108140, Text = 'You! Just the person I need!'}",
	[108141] = "{id = 108141, Text = 'So, my head? Where’s my head?!'}",
	[108142] = "{id = 108142, Text = 'Hehe~ from now on I’m a Quve with a name!'}",
	[108143] = "{id = 108143, Text = 'Whew~ time to cause some mischief today!'}",
	[108144] = "{id = 108144, Text = 'Don’t you think we’re good friends by now?'}",
	[108145] = "{id = 108145, Text = 'Be sure to call me whenever you’re making some mischief!'}",
	[108146] = "{id = 108146, Text = 'Ugh, I don’t like such bright places!'}",
	[108147] = "{id = 108147, Text = 'Let’s take some pumpkin lanterns and go have fun tonight!'}",
	[108148] = "{id = 108148, Text = 'I bet this cheeky guy Hollgrehenn is playing some tricks.'}",
	[108149] = "{id = 108149, Text = 'Ahaha, don’t worry. I won’t play a prank on you with your gift!'}",
	[108150] = "{id = 108150, Text = 'Hahahaha, I’m getting closer and closer to my life goal of becoming the Quve King!'}",
	[108151] = "{id = 108151, Text = 'I didn’t think I’d have to die again... Why do I say “again”?'}",
	[108152] = "{id = 108152, Text = 'Sticking with you is great! But I like you better with black clothes~'}",
	[108153] = "{id = 108153, Text = 'If eat too much, I won’t float!'}",
	[108154] = "{id = 108154, Text = 'I’m·behind·you~'}",
	[108155] = "{id = 108155, Text = 'Hehe, here comes a cute and scary Quve!'}",
	[108156] = "{id = 108156, Text = 'If I have the chance, I’ll go back to Niflheim to see this poor soul~'}",
	[108157] = "{id = 108157, Text = 'I really want to say to him “welcome to Niflheim!”'}",
	[108158] = "{id = 108158, Text = 'Tsch tsch, do they know the ghost tricks you’re playing?'}",
	[108159] = "{id = 108159, Text = 'What does it mean to become strong? Let’s make pumpkin lanterns together!'}",
	[108160] = "{id = 108160, Text = 'Don’t be afraid, I’ll be waiting for you in Niflheim.'}",
	[108161] = "{id = 108161, Text = 'Humans are so warm, and sweet like poison.'}",
	[108162] = "{id = 108162, Text = 'For such a cute Quve like myself, you ought to be serving me tasty food and drink!'}",
	[108163] = "{id = 108163, Text = 'If you keep this up, you’ll become a phantom too!'}",
	[108164] = "{id = 108164, Text = 'I’ve almost forgotten what it feels like to wear armor!'}",
	[108165] = "{id = 108165, Text = 'Phantom! Weirdo! Pumpkin! Candy! Every day is like a holiday!'}",
	[108166] = "{id = 108166, Text = 'Put your hand on my head~ be careful not to put it through!'}",
	[108167] = "{id = 108167, Text = 'Who told you ghosts don’t need to eat? I’m so hungry, I’m almost transparent!'}",
	[108168] = "{id = 108168, Text = 'How about I trade you a big piece of candy for that headwear?'}",
	[108169] = "{id = 108169, Text = 'Hey, this cloth looks good on me~'}",
	[108170] = "{id = 108170, Text = 'What, do you think you’re a ghostbuster? Go back and practice!'}",
	[108171] = "{id = 108171, Text = 'Floating, floating, floating down to where you can’t find me!'}",
	[108172] = "{id = 108172, Text = 'You should take me to Midgard and we’ll get into some mischief!'}",
	[108173] = "{id = 108173, Text = 'Pumpkin lantern in hand, mischief with candy~'}",
	[108193] = "{id = 108193, Speaker = 4860, Text = 'Okay Master. I will await your next visit. Next time, I will be even more excellent!'}",
	[108419] = "{id = 108419, Speaker = 9989, Text = 'Thank you so much! You’re a true Sage.'}",
	[108420] = "{id = 108420, Speaker = 9990, Text = 'It’s all because I’m too naive...'}",
	[108421] = "{id = 108421, Speaker = 9991, Text = 'I will definitely remember this training!'}",
	[108422] = "{id = 108422, Speaker = 9992, Text = 'Ah, is this a world of great people?'}",
	[108423] = "{id = 108423, Speaker = 9993, Text = 'I am great Sage from Juno! Give me your money!'}",
	[108424] = "{id = 108424, Speaker = 1102, Text = 'Congratulations on becoming a Sage. Do you feel anything new?', Option = 'It feels awesome.'}",
	[108425] = "{id = 108425, Speaker = 1102, Text = 'I have a [c][ffff00]gift[-][/c] here for you!', Option = 'Thank you', Emoji = 5}",
	[108426] = "{id = 108426, Speaker = 1102, Text = 'But I can’t just give it to you!', Emoji = 5}",
	[108427] = "{id = 108427, Speaker = 1102, Text = 'Since becoming a Sage, you have become much more powerful. But you also have more responsibility!', Option = 'I understand.'}",
	[108428] = "{id = 108428, Speaker = 1102, Text = 'Recently a strange Sage has appeared at the [c][ffff00]Prontera South Gate[-][/c]!', Option = 'What?'}",
	[108429] = "{id = 108429, Speaker = 1102, Text = 'He is collecting student fees from novices in the name of the Sage Academy!', Emoji = 12}",
	[108430] = "{id = 108430, Speaker = 1102, Text = 'As a Sage, I hope that you can go and investigate this suspicious fellow!', Option = '{I would be happy to,3},{Maybe not,2}'}",
	[108431] = "{id = 108431, Speaker = 1102, Text = 'Hmph, one with no sense of honor is not worthy of the title of Sage!'}",
	[108432] = "{id = 108432, Speaker = 1102, Text = 'He should still be by the [c][ffff00]Prontera South Gate[-][/c] right now, doing his so-called “student recruitment”. Go and find out what on earth this guy is up to!', Option = 'Let me take care of it!'}",
	[108433] = "{id = 108433, Speaker = 9993, Text = 'Young one, do you want to become an awesome Sage?'}",
	[108434] = "{id = 108434, Speaker = 9993, Text = 'Come and take a look! Look! You just need to pay an enrollment fee of [c][ffff00]10,000 Zeny[-][/c] and I’ll tell you how to become an awesome and powerful Sage!', Option = 'Really?'}",
	[108435] = "{id = 108435, Speaker = 9993, Text = 'Of course it’s real. I’m a Great Sage from the Sage Academy!', Option = '{Continue questioning,8},{Pay student fee,5}', Emoji = 5}",
	[108436] = "{id = 108436, Speaker = 9993, Text = '…', Option = 'Show me your Sage Academy Certificate'}",
	[108437] = "{id = 108437, Speaker = 9993, Text = 'Ah, but I’m one of the Great Sages of the Sage Academy! I don’t need any certificate!', Option = 'Show me a Sage ability'}",
	[108438] = "{id = 108438, Speaker = 9993, Text = 'What, use magic right here? I’d hurt somebody!', Option = 'Go to the academy and confront them'}",
	[108439] = "{id = 108439, Speaker = 9993, Text = 'Hmph, why so many questions? My patience is limited. You’re annoying me!', Emoji = 12}",
	[108440] = "{id = 108440, Speaker = 9993, Text = 'Good good! I’ll teach you now how to become a Sage!'}",
	[108441] = "{id = 108441, Speaker = 9993, Text = 'All you need to do is defeat [c][ffff00]9999999[-][/c] Poring, and you’ll become a Sage! Haha', Option = 'You’re toying with me', Emoji = 5}",
	[108442] = "{id = 108442, Speaker = 9993, Text = 'How could a Great Sage toy with you? Little fool. No, you should listen and do what I say!', Option = 'Show me your Sage Academy Certificate', Emoji = 5}",
	[108443] = "{id = 108443, Speaker = 9993, Text = 'You don’t have 10,000 Zeny!'}",
	[108444] = "{id = 108444, Speaker = 9994, Text = 'Waa, you got me. I didn’t think you were that good...', Option = 'What about the money?'}",
	[108445] = "{id = 108445, Speaker = 9994, Text = 'Hmph, I’m not going to tell you!', Option = 'I have my own solution'}",
	[108446] = "{id = 108446, Speaker = 9994, Text = 'You, what are you doing?!', Emoji = 1}",
	[108447] = "{id = 108447, Speaker = 9994, Text = 'Cough cough, ahhhh, so itchy! I’ll talk I’ll talk!', Emoji = 24}",
	[108448] = "{id = 108448, Speaker = 9994, Text = 'I hid the money in [c][ffff00]3 secret locations[-][/c] at the South Gate!', Option = 'Where is it?'}",
	[108449] = "{id = 108449, Speaker = 9994, Text = 'I’ll mark it on your [c][ffff00]minimap[-][/c]! Go look yourself, just let me go!'}",
	[108450] = "{id = 108450, Speaker = 0, Text = 'Wow, a heavy bag of Zeny!'}",
	[108451] = "{id = 108451, Speaker = 9989, Text = 'Thank you so much. I don’t know how I was deceived...', Emoji = 18}",
	[108452] = "{id = 108452, Speaker = 9990, Text = 'I was really earnestly trying to defeat 9999999 Poring. So, I was tricked...', Emoji = 24}",
	[108453] = "{id = 108453, Speaker = 9991, Text = 'Good thing you got our money back...', Emoji = 20}",
	[108454] = "{id = 108454, Speaker = 9992, Text = 'You really are a true Great Sage!', Emoji = 27}",
	[108455] = "{id = 108455, Speaker = 1102, Text = 'And what about that guy who called himself a sage?', Option = 'He learned his lesson'}",
	[108456] = "{id = 108456, Speaker = 1102, Text = 'Hmph, the nerve of the guy to pretend to be a sage and trick people! What an idiot!'}",
	[108457] = "{id = 108457, Speaker = 1102, Text = 'You did well. Now nobody will be tricked by the fake sage again.'}",
	[108458] = "{id = 108458, Speaker = 1102, Text = 'Please receive the reward you deserve!'}",
	[108520] = "{id = 108520, Speaker = 8412, Text = 'I won’t let you destroy my babies!!!'}",
	[108521] = "{id = 108521, Speaker = 8412, Text = 'Ka ka ka ka, watch this!'}",
	[108522] = "{id = 108522, Speaker = 8412, Text = 'This is the power of Brewer!!'}",
	[108523] = "{id = 108523, Speaker = 8412, Text = 'Can you tell which one is me~~??'}",
	[108524] = "{id = 108524, Speaker = 8414, Text = 'Can’t we just hit each Pumpkin Head one time to find out?'}",
	[108525] = "{id = 108525, Speaker = 8412, Text = 'You? Ka ka ka.'}",
	[108526] = "{id = 108526, Speaker = 8412, Text = 'Wha!!!', Emoji = 18}",
	[108527] = "{id = 108527, Speaker = 8413, Text = 'Ka-pow!! The duke was defeated...'}",
	[108605] = "{id = 108605, Speaker = 204020, Text = 'Without a tine, I’m still a big devil! Deviling is coming!'}",
	[108606] = "{id = 108606, Speaker = 204030, Text = 'Pirate fighters, grab your weapons and listen to my orders! Charge!'}",
	[108607] = "{id = 108607, Speaker = 204060, Text = 'Don’t dislike and avoid me! [○・`Д ́・○] Play with me!'}",
	[108608] = "{id = 108608, Speaker = 204050, Text = 'I heard the call of the waves. Who entered my palace?'}",
	[108609] = "{id = 108609, Speaker = 204070, Text = 'Bow and salute! Let’s have a duel between gentlemen.'}",
	[108610] = "{id = 108610, Speaker = 204080, Text = 'Meow! Don’t chase me. Keep away from me!'}",
	[108611] = "{id = 108611, Speaker = 204090, Text = 'Raise the shield in your hand! Let’s fight!'}",
	[108612] = "{id = 108612, Speaker = 204040, Text = 'Let the baron teach you how to be a polite man.'}",
	[108613] = "{id = 108613, Speaker = 204000, Text = 'Finally, finally I walked out of the deserted hell!'}",
	[108614] = "{id = 108614, Speaker = 205020, Text = 'Hm? What power do you have to challenge me??'}",
	[108615] = "{id = 108615, Speaker = 205010, Text = 'Poring, Poring! The most beautiful Angeling is coming. Clang!'}",
	[108616] = "{id = 108616, Speaker = 205030, Text = 'Tiny humans, don’t block the way in front of me.'}",
	[108617] = "{id = 108617, Speaker = 1102, Text = 'After changing to the Professor job, your body will emanate with the light of wisdom!', Option = 'Thank you', Emoji = 2}",
	[108618] = "{id = 108618, Speaker = 1102, Text = 'I have a [c][ffff00]special gift[-][/c] for you!', Option = 'Thank you so much.'}",
	[108619] = "{id = 108619, Speaker = 1102, Text = 'But first, I want to test your abilities as a Professor!'}",
	[108620] = "{id = 108620, Speaker = 1102, Text = 'Will you accept my challenge?', Option = '{Sure,3},{No thanks,2}'}",
	[108621] = "{id = 108621, Speaker = 1102, Text = 'What, is your title of Professor nothing more than that?', Emoji = 12}",
	[108622] = "{id = 108622, Speaker = 1102, Text = 'Good good! That’s the spirit!'}",
	[108623] = "{id = 108623, Speaker = 1102, Text = 'There’s an [c][ffff00]Ancient Monument[-][/c] in the [c][ffff00]Morroc Desert[-][/c]. Solve the puzzle on it and the gift is yours!', Option = 'No problem.'}",
	[108624] = "{id = 108624, Speaker = 1102, Text = 'You’ll really have to use your brain to solve the puzzle!'}",
	[108625] = "{id = 108625, Speaker = 9995, Text = 'There are some words on it that have been eroded by sand.'}",
	[108626] = "{id = 108626, Speaker = 9995, Text = 'It seems like an ancient riddle.'}",
	[108627] = "{id = 108627, Speaker = 9995, Text = '“You are looking at me, and I am looking at you too; but you see with eyes, while I do not, because I do not have eyes.”'}",
	[108628] = "{id = 108628, Speaker = 9995, Text = '“You can speak, and I can speak too; but you make sound, while I am silent.”'}",
	[108629] = "{id = 108629, Speaker = 9995, Text = 'What am I?', Option = '{A photo,6},{A mirror,7},{A puppet,6},{Read the riddle again,4}'}",
	[108630] = "{id = 108630, Speaker = 0, Text = 'Wrong answer. The stone monument rumbles and a [c][ffff00]Monument Guardian[-][/c] appears!'}",
	[108631] = "{id = 108631, Speaker = 0, Text = 'The mysterious light emanating from the monument disappears.'}",
	[108632] = "{id = 108632, Speaker = 1102, Text = 'Did the ancient riddle confound you?'}",
	[108633] = "{id = 108633, Speaker = 1102, Text = 'Solved the riddle so easily?', Emoji = 1}",
	[108634] = "{id = 108634, Speaker = 1102, Text = 'You really do live up to the title of “Professor”. This gift is a symbol of your wisdom.', Emoji = 2}",
	[108635] = "{id = 108635, Speaker = 1102, Text = 'How does it feel to become a Sorcerer? Did you connect with the Nature Spirits?', Option = 'Take care'}",
	[108636] = "{id = 108636, Speaker = 1102, Text = 'I can sense the Elemental Spirits around you, they are feeling [c][ffff00]strong emotions[-][/c]!', Option = 'What emotions?'}",
	[108637] = "{id = 108637, Speaker = 1102, Text = 'Probably a sense of longing for home!'}",
	[108638] = "{id = 108638, Speaker = 1102, Text = 'After all, from now on they will accompany you in all your adventures. They will surely miss home!', Option = 'I understand.'}",
	[108639] = "{id = 108639, Speaker = 1102, Text = 'I feel bad for them. Let me share an idea with you!', Option = 'By all means', Emoji = 5}",
	[108640] = "{id = 108640, Speaker = 1102, Text = 'You could return to their [c][ffff00]hometowns[-][/c], and collect some specialties of their [c][ffff00]hometown[-][/c] to carry with you!'}",
	[108641] = "{id = 108641, Speaker = 1102, Text = 'In this way, whenever they feel ill-at-ease, you can use these items to comfort them!', Emoji = 2}",
	[108642] = "{id = 108642, Speaker = 1102, Text = 'How about it, are you willing to do this for your Elemental Spirits?', Option = '{With pleasure,3},{Leave,2}'}",
	[108643] = "{id = 108643, Speaker = 1102, Text = 'Hmph, well you are one cold-hearted Sorcerer!'}",
	[108644] = "{id = 108644, Speaker = 1102, Text = 'Do you remember the hometowns of the 4 Elemental Spirits?', Option = '…'}",
	[108645] = "{id = 108645, Speaker = 1102, Text = 'Geez, let me remind you again!'}",
	[108646] = "{id = 108646, Speaker = 1102, Text = '[c][ffff00]The hometown of the Water Elf[-][/c] is located in [c][ffff00]Undersea Temple[-][/c], [c][ffff00]The Wind Elf[-][/c ]’s hometown is located in [c][ffff00] Feiyang Forest[-][/c]'}",
	[108647] = "{id = 108647, Speaker = 1102, Text = 'The hometown of the [c][ffff00]Fire Spirit[-][/c] is located in the [c][ffff00]Magma Dungeon[-][/c], and the hometown of the [c][ffff00]Earth Spirit[-][/c] is located in [c][ffff00]Morroc[-][/c].', Option = 'I understand'}",
	[108648] = "{id = 108648, Speaker = 1102, Text = 'What are you waiting for? Go to their [c][ffff00]hometowns[-][/c]!'}",
	[108649] = "{id = 108649, Speaker = 9996, Text = 'Hmm, this Red Amber has the warmth of home!'}",
	[108650] = "{id = 108650, Speaker = 9996, Text = 'Thank you Sorcerer!'}",
	[108651] = "{id = 108651, Speaker = 8307, Text = 'Wow, this is my favorite Desert Ore!'}",
	[108652] = "{id = 108652, Speaker = 8307, Text = 'Thank you Sorcerer!'}",
	[108653] = "{id = 108653, Speaker = 8306, Text = 'Woooow, this Dancing Leaf is so cool!'}",
